Unit_id ,ERV ,ERV_DATE ,Qube_Unit ID
a1G4J00000261trUAA,10.00,2024-09-30,111868031
a1G4J00000261u1UAA,1.00,2024-09-30,111868032
a1G4J00000261uBUAQ,10.00,2024-09-30,111868033
a1G4J00000261tsUAA,100.00,2024-09-30,111868034
a1G4J00000261uQUAQ,100.00,2024-09-30,111868035
a1G4J00000261uVUAQ,10.00,2024-09-30,111868036
a1G4J00000261ufUAA,10.00,2024-09-30,111868037
a1G4J00000261upUAA,10.00,2024-09-30,111868038
a1G4J00000261uuUAA,1.00,2024-09-30,111868039
a1G4J00000261rTUAQ,10.00,2024-09-30,111868040
a1G4J00000261v9UAA,50.00,2024-09-30,111868041
a1G4J00000261vJUAQ,10.00,2024-09-30,111868042
a1G4J00000261vTUAQ,1.00,2024-09-30,111868043
a1G4J00000261vdUAA,1.00,2024-09-30,111868044
a1G4J00000261viUAA,10.00,2024-09-30,111868045
a1G4J00000261vsUAA,10.00,2024-09-30,111868046
a1G4J00000261w2UAA,25.00,2024-09-30,111868047
a1G4J00000261wCUAQ,100.00,2024-09-30,111868048
a1G4J00000261wRUAQ,50.00,2024-09-30,111868049
a1G4J00000261wWUAQ,10.00,2024-09-30,111868050
a1G4J00000261wgUAA,10.00,2024-09-30,111868051
a1G4J00000261wlUAA,50.00,2024-09-30,111868052
a1G4J00000261wqUAA,1.00,2024-09-30,111868053
a1G4J00000261x5UAA,10.00,2024-09-30,111868054
a1G4J00000261r8UAA,1.00,2024-09-30,111868055
a1G4J00000261xKUAQ,100.00,2024-09-30,111868056
a1G4J00000261xUUAQ,10.00,2024-09-30,111868057
a1G4J00000261xeUAA,10.00,2024-09-30,111868058
a1G4J00000261xoUAA,1.00,2024-09-30,111868059
a1G4J00000261xyUAA,1.00,2024-09-30,111868060
a1G4J00000261y8UAA,1.00,2024-09-30,111868061
a1G4J00000261yNUAQ,1.00,2024-09-30,111868062
a1G4J00000261yXUAQ,125.00,2024-09-30,111868063
a1G4J00000261ycUAA,25.00,2024-09-30,111868064
a1G4J00000261ymUAA,1.00,2024-09-30,111868065
a1G4J00000261ywUAA,10.00,2024-09-30,111868066
a1G4J00000261z6UAA,10.00,2024-09-30,111868067
a1G4J00000261zGUAQ,10.00,2024-09-30,111868068
a1G4J00000261zQUAQ,10.00,2024-09-30,111868069
a1G4J00000261zVUAQ,50.00,2024-09-30,111868070
a1G4J00000261zfUAA,1.00,2024-09-30,111868071
a1G4J00000261zkUAA,50.00,2024-09-30,111868072
a1G4J00000261zgUAA,1.00,2024-09-30,111868073
a1G4J00000261zzUAA,1.00,2024-09-30,111868074
a1G4J0000026209UAA,1.00,2024-09-30,111868075
a1G4J000002620JUAQ,10.00,2024-09-30,111868076
a1G4J000002620OUAQ,1.00,2024-09-30,111868077
a1G4J00000261r9UAA,10.00,2024-09-30,111868078
a1G4J00000261wmUAA,10.00,2024-09-30,111868079
a1G4J00000261wcUAA,100.00,2024-09-30,111868080
a1G4J00000261onUAA,100.00,2024-09-30,111868081
a1G4J00000261zRUAQ,10.00,2024-09-30,111868082
a1G4J00000261zlUAA,1.00,2024-09-30,111868083
a1G4J00000261rmUAA,125.00,2024-09-30,111868084
a1G4J000002620oUAA,1.00,2024-09-30,111868085
a1G4J00000261rIUAQ,1.00,2024-09-30,111868086
a1G4J00000261y9UAA,10.00,2024-09-30,111868087
a1G4J000002621CUAQ,10.00,2024-09-30,111868088
a1G4J000002621HUAQ,10.00,2024-09-30,111868089
a1G4J000002621MUAQ,10.00,2024-09-30,111868090
a1G4J00000261T1UAI,10.00,2024-09-30,111868091
a1G4J00000261yxUAA,50.00,2024-09-30,111868092
a1G4J00000261ysUAA,1.00,2024-09-30,111868093
a1G4J000002621bUAA,1.00,2024-09-30,111868094
a1G4J000002620eUAA,1.00,2024-09-30,111868095
a1G4J000002621qUAA,1.00,2024-09-30,111868096
a1G4J000002621vUAA,100.00,2024-09-30,111868097
a1G4J0000026225UAA,1.00,2024-09-30,111868098
a1G4J000002622FUAQ,10.00,2024-09-30,111868099
a1G4J00000261m3UAA,1.00,2024-09-30,111868100
a1G4J000002622PUAQ,1.00,2024-09-30,111868101
a1G4J00000261ttUAA,1.00,2024-09-30,111868102
a1G4J000002622ZUAQ,100.00,2024-09-30,111868103
a1G4J00000261zhUAA,25.00,2024-09-30,111868104
a1G4J000002622oUAA,100.00,2024-09-30,111868105
a1G4J000002622tUAA,1.00,2024-09-30,111868106
a1G4J0000026233UAA,50.00,2024-09-30,111868107
a1G4J000002623DUAQ,1.00,2024-09-30,111868108
a1G4J000002623NUAQ,1.00,2024-09-30,111868109
a1G4J000002623XUAQ,10.00,2024-09-30,111868110
a1G4J000002623cUAA,10.00,2024-09-30,111868111
a1G4J000002623hUAA,10.00,2024-09-30,111868112
a1G4J000002623rUAA,1.00,2024-09-30,111868113
a1G4J000002623wUAA,10.00,2024-09-30,111868114
a1G4J000002623sUAA,1.00,2024-09-30,111868115
a1G4J00000261v0UAA,10.00,2024-09-30,111868116
a1G4J0000026246UAA,1.00,2024-09-30,111868117
a1G4J000002624GUAQ,10.00,2024-09-30,111868118
a1G4J00000261vpUAA,100.00,2024-09-30,111868119
a1G4J000002624LUAQ,25.00,2024-09-30,111868120
a1G4J0000026226UAA,10.00,2024-09-30,111868121
a1G4J000002624QUAQ,100.00,2024-09-30,111868122
a1G4J00000261wrUAA,1.00,2024-09-30,111868123
a1G4J000002624fUAA,1.00,2024-09-30,111868124
a1G4J000002624pUAA,50.00,2024-09-30,111868125
a1G4J00000261wwUAA,1.00,2024-09-30,111868126
a1G4J000002624zUAA,1.00,2024-09-30,111868127
a1G4J0000026259UAA,50.00,2024-09-30,111868128
a1G4J000002625EUAQ,50.00,2024-09-30,111868129
a1G4J000002625OUAQ,10.00,2024-09-30,111868130
a1G4J000002625FUAQ,10.00,2024-09-30,111868131
a1G4J000002621cUAA,25.00,2024-09-30,111868132
a1G4J000002625TUAQ,25.00,2024-09-30,111868133
a1G4J00000261wIUAQ,10.00,2024-09-30,111868134
a1G4J000002624WUAQ,1.00,2024-09-30,111868135
a1G4J000002625nUAA,1.00,2024-09-30,111868136
a1G4J000002625xUAA,125.00,2024-09-30,111868137
a1G4J0000026267UAA,10.00,2024-09-30,111868138
a1G4J000002626HUAQ,1.00,2024-09-30,111868139
a1G4J000002625AUAQ,10.00,2024-09-30,111868140
a1G4J000002626WUAQ,100.00,2024-09-30,111868141
a1G4J000002626XUAQ,1.00,2024-09-30,111868142
a1G4J000002625tUAA,50.00,2024-09-30,111868143
a1G4J000002626gUAA,1.00,2024-09-30,111868144
a1G4J000002626lUAA,125.00,2024-09-30,111868145
a1G4J000002626vUAA,1.00,2024-09-30,111868146
a1G4J000002626SUAQ,125.00,2024-09-30,111868147
a1G4J00000261yTUAQ,10.00,2024-09-30,111868148
a1G4J000002625oUAA,10.00,2024-09-30,111868149
a1G4J000002626hUAA,10.00,2024-09-30,111868150
a1G4J000002627AUAQ,10.00,2024-09-30,111868151
a1G4J00000261wDUAQ,10.00,2024-09-30,111868152
a1G4J000002627KUAQ,50.00,2024-09-30,111868153
a1G4J000002625UUAQ,50.00,2024-09-30,111868154
a1G4J000002627UUAQ,1.00,2024-09-30,111868155
a1G4J000002623EUAQ,50.00,2024-09-30,111868156
a1G4J000002627jUAA,10.00,2024-09-30,111868157
a1G4J00000261xuUAA,10.00,2024-09-30,111868158
a1G4J000002627tUAA,10.00,2024-09-30,111868159
a1G4J000002627yUAA,1.00,2024-09-30,111868160
a1G4J0000026283UAA,1.00,2024-09-30,111868161
a1G4J000002623nUAA,1.00,2024-09-30,111868162
a1G4J000002624vUAA,1.00,2024-09-30,111868163
a1G4J000002625HUAQ,1.00,2024-09-30,111868164
a1G4J000002624wUAA,10.00,2024-09-30,111868165
a1G4J000002628XUAQ,100.00,2024-09-30,111868166
a1G4J000002628hUAA,1.00,2024-09-30,111868167
a1G4J000002628mUAA,25.00,2024-09-30,111868168
a1G4J000002628EUAQ,10.00,2024-09-30,111868169
a1G4J00000261h3UAA,1.00,2024-09-30,111868170
a1G4J000002625VUAQ,50.00,2024-09-30,111868171
a1G4J0000026291UAA,50.00,2024-09-30,111868172
a1G4J0000026296UAA,1.00,2024-09-30,111868173
a1G4J0000026271UAA,1.00,2024-09-30,111868174
a1G4J000002629GUAQ,1.00,2024-09-30,111868175
a1G4J000002629LUAQ,50.00,2024-09-30,111868176
a1G4J000002629VUAQ,1.00,2024-09-30,111868177
a1G4J000002629fUAA,1.00,2024-09-30,111868178
a1G4J000002629kUAA,10.00,2024-09-30,111868179
a1G4J00000261qZUAQ,1.00,2024-09-30,111868180
a1G4J000002629zUAA,1.00,2024-09-30,111868181
a1G4J00000261ynUAA,25.00,2024-09-30,111868182
a1G4J00000262A9UAI,25.00,2024-09-30,111868183
a1G4J00000262AEUAY,25.00,2024-09-30,111868184
a1G4J0000026242UAA,1.00,2024-09-30,111868185
a1G4J00000262AOUAY,25.00,2024-09-30,111868186
a1G4J00000261s6UAA,10.00,2024-09-30,111868187
a1G4J00000262ATUAY,1.00,2024-09-30,111868188
a1G4J00000261ORUAY,50.00,2024-09-30,111868189
a1G4J0000026297UAA,1.00,2024-09-30,111868190
a1G4J00000262AdUAI,1.00,2024-09-30,111868191
a1G4J00000262AiUAI,25.00,2024-09-30,111868192
a1G4J00000262AsUAI,25.00,2024-09-30,111868193
a1G4J000002628sUAA,10.00,2024-09-30,111868194
a1G4J00000262AxUAI,125.00,2024-09-30,111868195
a1G4J00000262B7UAI,100.00,2024-09-30,111868196
a1G4J00000262BHUAY,1.00,2024-09-30,111868197
a1G4J00000262BRUAY,1.00,2024-09-30,111868198
a1G4J00000262BbUAI,1.00,2024-09-30,111868199
a1G4J00000262BSUAY,10.00,2024-09-30,111868200
a1G4J00000261yoUAA,1.00,2024-09-30,111868201
a1G4J00000261s1UAA,1.00,2024-09-30,111868202
a1G4J00000261zvUAA,1.00,2024-09-30,111868203
a1G4J000002629XUAQ,12.00,2024-09-30,111868204
a1G4J00000261xvUAA,12.00,2024-09-30,111868205
a1G4J00000262BlUAI,100.00,2024-09-30,111868206
a1G4J00000262BvUAI,1.00,2024-09-30,111868207
a1G4J00000262CAUAY,12.00,2024-09-30,111868208
a1G4J00000262CKUAY,50.00,2024-09-30,111868209
a1G4J00000262CPUAY,12.00,2024-09-30,111868210
a1G4J00000261vQUAQ,100.00,2024-09-30,111868211
a1G4J00000262CZUAY,100.00,2024-09-30,111868212
a1G4J00000261pwUAA,1.00,2024-09-30,111868213
a1G4J00000262CoUAI,12.00,2024-09-30,111868214
a1G4J00000262CtUAI,100.00,2024-09-30,111868215
a1G4J00000262CyUAI,10.00,2024-09-30,111868216
a1G4J00000262D3UAI,1.00,2024-09-30,111868217
a1G4J00000262D8UAI,100.00,2024-09-30,111868218
a1G4J00000262DDUAY,100.00,2024-09-30,111868219
a1G4J00000261zwUAA,125.00,2024-09-30,111868220
a1G4J00000262DIUAY,1.00,2024-09-30,111868221
a1G4J00000262DNUAY,1.00,2024-09-30,111868222
a1G4J00000262DSUAY,100.00,2024-09-30,111868223
a1G4J00000262CQUAY,125.00,2024-09-30,111868224
a1G4J00000262DXUAY,100.00,2024-09-30,111868225
a1G4J00000262DcUAI,150.00,2024-09-30,111868226
a1G4J000002629qUAA,50.00,2024-09-30,111868227
a1G4J00000262DhUAI,150.00,2024-09-30,111868228
a1G4J000002628FUAQ,300.00,2024-09-30,111868229
a1G4J00000262DmUAI,100.00,2024-09-30,111868230
a1G4J000002628GUAQ,1.00,2024-09-30,111868231
a1G4J00000261jJUAQ,1.00,2024-09-30,111868232
a1G4J00000262DrUAI,300.00,2024-09-30,111868233
a1G4J00000262DwUAI,1.00,2024-09-30,111868234
a1G4J000002629rUAA,10.00,2024-09-30,111868236
a1G4J00000262DYUAY,10.00,2024-09-30,111868237
a1G4J000002620VUAQ,100.00,2024-09-30,111868238
a1G4J000002624qUAA,1.00,2024-09-30,111868239
a1G4J000002622LUAQ,1.00,2024-09-30,111868240
a1G4J00000261q5UAA,25.00,2024-09-30,111868241
a1G4J00000262CBUAY,1.00,2024-09-30,111868242
a1G4J00000262E6UAI,115.00,2024-09-30,111868243
a1G4J00000260auUAA,1.00,2024-09-30,111868244
a1G4J00000262EBUAY,10.00,2024-09-30,111868246
a1G4J00000261pcUAA,1.00,2024-09-30,111868247
a1G4J00000262ELUAY,1.00,2024-09-30,111868248
a1G4J00000261p8UAA,100.00,2024-09-30,111868249
a1G4J00000260apUAA,100.00,2024-09-30,111868250
a1G4J00000262CGUAY,10.00,2024-09-30,111868251
a1G4J000002625jUAA,10.00,2024-09-30,111868252
a1G4J00000262ECUAY,115.00,2024-09-30,111868253
a1G4J000002620WUAQ,1.00,2024-09-30,111868254
a1G4J0000025vgyUAA,100.00,2024-09-30,111869001
a1G4J0000025vZKUAY,100.00,2024-09-30,111870001
a1G4J0000025vbAUAQ,100.00,2024-09-30,111871001
a1G4J0000025vhfUAA,100.00,2024-09-30,111872001
a1G4J0000025vZnUAI,100.00,2024-09-30,111873001
a1G4J0000025visUAA,100.00,2024-09-30,111874001
a1G4J0000025vUbUAI,100.00,2024-09-30,111875001
a1G4J0000025vbFUAQ,200.00,2024-09-30,111876001
a1G4J0000025veNUAQ,100.00,2024-09-30,111877001
a1G4J0000025vJLUAY,144.00,2024-09-30,111878001
a1G4J0000025vF4UAI,100.00,2024-09-30,111879001
a1G4J0000025vcQUAQ,100.00,2024-09-30,111880001
a1G4J0000025uXbUAI,100.00,2024-09-30,111881001
a1G4J0000025vjfUAA,100.00,2024-09-30,111882001
a1G4J00000261p1UAA,1.00,2024-09-30,111883001
a1G4J00000261omUAA,1.00,2024-09-30,111884001
a1G4J0000025vYsUAI,100.00,2024-09-30,111885001
a1G4J0000025viTUAQ,100.00,2024-09-30,111887001
a1G4J0000025vPcUAI,100.00,2024-09-30,111888001
a1G4J0000025vJBUAY,100.00,2024-09-30,111889001
a1G4J0000025v70UAA,100.00,2024-09-30,111890001
a1G4J0000025vjkUAA,100.00,2024-09-30,111891001
a1G4J0000025vjuUAA,100.00,2024-09-30,111892001
a1G4J0000025upuUAA,100.00,2024-09-30,111915001
a1G4J0000025vPIUAY,0.00,2024-09-30,112054001
a1G4J0000025vg4UAA,0.00,2024-09-30,112056001
a1G4J0000025vjpUAA,0.00,2024-09-30,112057001
a1G4J0000025vjzUAA,0.00,2024-09-30,112058001
a1G4J0000025utIUAQ,0.00,2024-09-30,112094001
a1G4J0000025vIvUAI,180.00,2024-09-30,112141001
a1G4J0000025vSRUAY,180.00,2024-09-30,112141002
a1G4J0000025vdsUAA,180.00,2024-09-30,112141003
a1G4J0000025vgSUAQ,180.00,2024-09-30,112141004
a1G4J0000025vXzUAI,120.00,2024-09-30,112141005
a1G4J0000025vk9UAA,1.00,2024-09-30,112141006
a1G4J0000025vOUUAY,180.00,2024-09-30,112142001
a1G4J0000025vFFUAY,240.00,2024-09-30,112142002
a1G4J0000025vjWUAQ,240.00,2024-09-30,112142003
a1G4J0000025vkEUAQ,1.00,2024-09-30,112142004
a1G4J0000025veXUAQ,0.00,2024-09-30,112144001
a1G4J0000025vgTUAQ,5304.00,2024-09-30,112145001
a1G4J00000261ocUAA,1.00,2024-09-30,112170001
a1G4J00000261ohUAA,1.00,2024-09-30,112171001
a1G4J0000025uVMUAY,10.00,2024-09-30,112182001
a1G4J0000025vhVUAQ,20.00,2024-09-30,112183001
a1G4J0000025vk4UAA,1.00,2024-09-30,112184001
a1G4J0000025v2GUAQ,45.00,2024-09-30,112185001
a1G4J0000025vYqUAI,10.00,2024-09-30,112186001
a1G4J0000025vkJUAQ,45.00,2024-09-30,112187001
a1G4J0000025vREUAY,1.00,2024-09-30,112188001
a1G4J0000025vMzUAI,100.00,2024-09-30,112189001
a1G4J00000261orUAA,1.00,2024-09-30,112189002
a1G4J0000025veYUAQ,100.00,2024-09-30,112190001
a1G4J0000025vTGUAY,20.00,2024-09-30,112191001
a1GNz0000021dKlMAI,0.00,2024-09-30,112192001
a1G4J0000025vU8UAI,10.00,2024-09-30,112193001
a1G4J0000025vd7UAA,150.00,2024-09-30,112194001
a1G4J00000261oXUAQ,1.00,2024-09-30,112195001
a1G4J0000025vbwUAA,30.00,2024-09-30,112196001
a1G4J0000025vbnUAA,10.00,2024-09-30,112197001
a1G4J00000261owUAA,1.00,2024-09-30,112198001
a1G4J0000025vkOUAQ,10.00,2024-09-30,112199001
a1G4J0000025vXnUAI,20.00,2024-09-30,112200001
a1G4J0000025vN3UAI,45.00,2024-09-30,112201001
a1G4J0000025vPDUAY,150.00,2024-09-30,112202001
a1G4J0000025vfFUAQ,10.00,2024-09-30,112203001
a1G4J0000025vf6UAA,1.00,2024-09-30,112204001
a1G4J0000025vPEUAY,1.00,2024-09-30,112205001
a1G4J0000025vdxUAA,100.00,2024-09-30,112206001
a1G4J0000025vkTUAQ,300.00,2024-09-30,112207001
a1G4J0000025vg8UAA,50.00,2024-09-30,112208001
a1G4J0000025vYtUAI,100.00,2024-09-30,112209001
a1G4J0000025vRVUAY,50.00,2024-09-30,112210001
a1G4J0000025usxUAA,150.00,2024-09-30,112212001
a1G4J0000025vkKUAQ,150.00,2024-09-30,112213001
a1G4J0000025vg5UAA,120.00,2024-09-30,112214001
a1G4J0000025vkiUAA,50.00,2024-09-30,112215001
a1G4J00000261p6UAA,1.00,2024-09-30,112216001
a1G4J0000025vknUAA,150.00,2024-09-30,112217001
a1G4J0000025vfKUAQ,200.00,2024-09-30,112217002
a1G4J0000025vkdUAA,1.00,2024-09-30,112218001
a1G4J0000025vkYUAQ,150.00,2024-09-30,112219001
a1G4J0000025vjqUAA,150.00,2024-09-30,112220001
a1G4J0000025vjMUAQ,150.00,2024-09-30,112221001
a1G4J0000025uqNUAQ,150.00,2024-09-30,112222001
a1G4J0000025v71UAA,7794.00,2024-09-30,112223001
a1G4J0000025vlHUAQ,200.00,2024-09-30,112224001
a1G4J0000025vl7UAA,150.00,2024-09-30,112225001
a1G4J0000025viyUAA,150.00,2024-09-30,112226001
a1G4J0000025vgFUAQ,150.00,2024-09-30,112227001
a1G4J0000025vl2UAA,150.00,2024-09-30,112228001
a1G4J0000025vkfUAA,150.00,2024-09-30,112229001
a1G4J0000025vf8UAA,150.00,2024-09-30,112233001
a1G4J0000025vlRUAQ,250.00,2024-09-30,112234001
a1G4J0000025vZqUAI,150.00,2024-09-30,112235001
a1G4J0000025vksUAA,250.00,2024-09-30,112236001
a1G4J0000025vg6UAA,8640.00,2024-09-30,112237001
a1G4J0000025vfeUAA,250.00,2024-09-30,112238001
a1G4J0000025vlMUAQ,150.00,2024-09-30,112239001
a1G4J0000025vUDUAY,150.00,2024-09-30,112240001
a1G4J0000025vf7UAA,12272.00,2024-09-30,112241001
a1G4J0000025vkxUAA,250.00,2024-09-30,112242001
a1G4J0000025vajUAA,8684.00,2024-09-30,112243001
a1G4J0000025vTnUAI,20696.00,2024-09-30,112245001
a1G4J0000025vVWUAY,0.00,2024-09-30,112247001
a1G4J0000025vLXUAY,150.00,2024-09-30,112249001
a1G4J0000025vJCUAY,150.00,2024-09-30,112251001
a1G4J0000025vkeUAA,250.00,2024-09-30,112252001
a1G4J0000025vlCUAQ,150.00,2024-09-30,112253001
a1G4J0000025vlqUAA,150.00,2024-09-30,112254001
a1G4J0000025vKiUAI,150.00,2024-09-30,112255001
a1GNz0000021kUIMAY,0.00,2024-09-30,112256001
a1G4J0000025vlWUAQ,150.00,2024-09-30,112257001
a1G4J0000025vlbUAA,250.00,2024-09-30,112258001
a1G4J0000025vO9UAI,150.00,2024-09-30,112259001
a1G4J0000025vlgUAA,250.00,2024-09-30,112260001
a1G4J0000025verUAA,150.00,2024-09-30,112261001
a1G4J0000025vh6UAA,200.00,2024-09-30,112262001
a1G4J0000025vlvUAA,250.00,2024-09-30,112263001
a1G4J0000025vWdUAI,150.00,2024-09-30,112264001
a1G4J0000025usyUAA,150.00,2024-09-30,112265001
a1G4J0000025vllUAA,150.00,2024-09-30,112266001
a1G4J0000025vm5UAA,150.00,2024-09-30,112267001
a1G4J0000025vUhUAI,1.00,2024-09-30,112267002
a1G4J0000025vlSUAQ,150.00,2024-09-30,112268001
a1G4J0000025vQeUAI,150.00,2024-09-30,112269001
a1G4J0000025vmPUAQ,150.00,2024-09-30,112270001
a1G4J0000025utJUAQ,150.00,2024-09-30,112271001
a1G4J0000025vMIUAY,150.00,2024-09-30,112272001
a1G4J0000025vbGUAQ,150.00,2024-09-30,112273001
a1G4J0000025vmFUAQ,150.00,2024-09-30,112274001
a1G4J0000025vm0UAA,150.00,2024-09-30,112275002
a1G4J0000025vfLUAQ,150.00,2024-09-30,112276001
a1G4J0000025vVyUAI,250.00,2024-09-30,112277001
a1G4J0000025uk5UAA,150.00,2024-09-30,112278001
a1G4J0000025vmAUAQ,200.00,2024-09-30,112279001
a1G4J0000025vm6UAA,150.00,2024-09-30,112280001
a1G4J0000025vn8UAA,250.00,2024-09-30,112281001
a1G4J0000025vW4UAI,200.00,2024-09-30,112282001
a1G4J0000025vMPUAY,150.00,2024-09-30,112283001
a1G4J0000025vmoUAA,150.00,2024-09-30,112284001
a1G4J0000025vmKUAQ,250.00,2024-09-30,112285001
a1G4J0000025vmUUAQ,200.00,2024-09-30,112286001
a1G4J0000025vN4UAI,250.00,2024-09-30,112287001
a1G4J0000025vnmUAA,250.00,2024-09-30,112288001
a1G4J0000025vhkUAA,250.00,2024-09-30,112289001
a1G4J0000025vkLUAQ,12168.00,2024-09-30,112296001
a1G4J0000025vnSUAQ,250.00,2024-09-30,112298001
a1G4J0000025vEqUAI,250.00,2024-09-30,112299001
a1G4J0000025vn3UAA,35.00,2024-09-30,112306001
a1G4J0000025vmyUAA,200.00,2024-09-30,112306002
a1G4J0000025vnIUAQ,150.00,2024-09-30,112307001
a1G4J0000025vmeUAA,20.00,2024-09-30,112308001
a1G4J0000025vmZUAQ,0.00,2024-09-30,112309001
a1G4J00000261wdUAA,1.00,2024-09-30,112310001
a1G4J0000025vmjUAA,1.00,2024-09-30,112310002
a1G4J0000025vcqUAA,200.00,2024-09-30,112311001
a1G4J0000025vmtUAA,150.00,2024-09-30,112311002
a1G4J0000025vmaUAA,1.00,2024-09-30,112312001
a1G4J0000025vgzUAA,1.00,2024-09-30,112312002
a1G4J0000025vKIUAY,25.00,2024-09-30,112313001
a1G4J0000026275UAA,1.00,2024-09-30,112313002
a1G4J0000025vnDUAQ,1.00,2024-09-30,112314001
a1G4J0000025vVbUAI,1.00,2024-09-30,112314002
a1G4J0000025vnNUAQ,150.00,2024-09-30,112315001
a1G4J0000025vd0UAA,1.00,2024-09-30,112316001
a1G4J000002625iUAA,1.00,2024-09-30,112317001
a1G4J0000025vfUUAQ,3.00,2024-09-30,112318001
a1G4J0000025uvRUAQ,50.00,2024-09-30,112318002
a1G4J0000025vn4UAA,30.00,2024-09-30,112319001
a1G4J0000025vnXUAQ,40.00,2024-09-30,112319002
a1G4J0000025vnhUAA,0.00,2024-09-30,112321001
a1G4J0000025vhQUAQ,9880.00,2024-09-30,112322001
a1G4J0000025vnrUAA,6.00,2024-09-30,112323001
a1G4J0000025vKJUAY,150.00,2024-09-30,112323002
a1G4J000002628NUAQ,1.00,2024-09-30,112324001
a1G4J0000025vncUAA,150.00,2024-09-30,112324002
a1G4J0000025vXVUAY,9880.00,2024-09-30,112327001
a1G4J0000025vUSUAY,0.00,2024-09-30,112328001
a1GNz0000021ksTMAQ,0.00,2024-09-30,112329001
a1G4J0000025vo6UAA,1.00,2024-09-30,112331001
a1G4J0000025uszUAA,150.00,2024-09-30,112332001
a1G4J0000025veIUAQ,50.00,2024-09-30,112336001
a1G4J0000025voaUAA,150.00,2024-09-30,112337001
a1G4J0000025voGUAQ,50.00,2024-09-30,112338001
a1G4J0000025vm7UAA,150.00,2024-09-30,112338002
a1G4J0000025vo2UAA,50.00,2024-09-30,112339001
a1G4J0000025voBUAQ,50.00,2024-09-30,112339002
a1G4J0000025vRYUAY,50.00,2024-09-30,112342001
a1G4J0000025voQUAQ,150.00,2024-09-30,112343001
a1G4J0000025vnwUAA,150.00,2024-09-30,112344001
a1G4J00000262B2UAI,1.00,2024-09-30,112345001
a1G4J0000025vo1UAA,11.00,2024-09-30,112346001
a1G4J0000025viUUAQ,150.00,2024-09-30,112347001
a1G4J0000025vWjUAI,20.00,2024-09-30,112349001
a1G4J0000025voVUAQ,30.00,2024-09-30,112349002
a1G4J0000025voLUAQ,30.00,2024-09-30,112350001
a1G4J0000025vUcUAI,100.00,2024-09-30,112350002
a1G4J0000025vokUAA,100.00,2024-09-30,112351001
a1G4J0000025vn9UAA,50.00,2024-09-30,112351002
a1G4J0000025vozUAA,100.00,2024-09-30,112352001
a1G4J0000025voCUAQ,50.00,2024-09-30,112352002
a1G4J0000025vYLUAY,150.00,2024-09-30,112353001
a1G4J0000025vbXUAQ,20.00,2024-09-30,112353002
a1G4J0000025vp4UAA,30.00,2024-09-30,112354001
a1G4J0000025vWDUAY,100.00,2024-09-30,112354002
a1G4J0000025vm8UAA,150.00,2024-09-30,112355001
a1G4J0000025vopUAA,1.00,2024-09-30,112356001
a1G4J0000025vKjUAI,1.00,2024-09-30,112356002
a1G4J0000025vp9UAA,50.00,2024-09-30,112357001
a1G4J0000025vVuUAI,30.00,2024-09-30,112357002
a1G4J00000262C5UAI,1.00,2024-09-30,112358001
a1G4J0000025vh7UAA,1.00,2024-09-30,112359001
a1G4J0000025vouUAA,200.00,2024-09-30,112360001
a1G4J0000025vRKUAY,1.00,2024-09-30,112361001
a1G4J0000025vpJUAQ,150.00,2024-09-30,112361002
a1G4J000002624SUAQ,1.00,2024-09-30,112362001
a1G4J00000262E1UAI,1.00,2024-09-30,112362002
a1G4J0000025vakUAA,50.00,2024-09-30,112363001
a1GNz0000021ku5MAA,0.00,2024-09-30,112364002
a1G4J0000025vZMUAY,1.00,2024-09-30,112365001
a1G4J00000261rwUAA,1.00,2024-09-30,112365002
a1G4J0000025vckUAA,30.00,2024-09-30,112366001
a1G4J0000025vmkUAA,1.00,2024-09-30,112366002
a1G4J0000025vpOUAQ,1.00,2024-09-30,112367001
a1G4J000002629ZUAQ,1.00,2024-09-30,112367002
a1G4J0000025vhRUAQ,150.00,2024-09-30,112368001
a1G4J0000026213UAA,1.00,2024-09-30,112369001
a1G4J00000262EfUAI,1.00,2024-09-30,112369002
a1G4J0000025v1GUAQ,100.00,2024-09-30,112370001
a1G4J00000262EGUAY,1.00,2024-09-30,112370002
a1G4J00000262CLUAY,1.00,2024-09-30,112371001
a1G4J0000025vRJUAY,6.00,2024-09-30,112371002
a1G4J0000025vkPUAQ,150.00,2024-09-30,112372001
a1G4J0000025vpTUAQ,150.00,2024-09-30,112372002
a1G4J0000025vpEUAQ,1.00,2024-09-30,112373001
a1G4J0000025vesUAA,250.00,2024-09-30,112373002
a1G4J0000025vevUAA,150.00,2024-09-30,112374001
a1G4J00000262EaUAI,1.00,2024-09-30,112375001
a1G4J00000261t9UAA,1.00,2024-09-30,112376001
a1G4J00000261xwUAA,1.00,2024-09-30,112376002
a1G4J0000025vfAUAQ,200.00,2024-09-30,112377001
a1G4J0000025toNUAQ,150.00,2024-09-30,112377002
a1G4J0000025vmlUAA,30.00,2024-09-30,112378001
a1G4J0000025v2NUAQ,200.00,2024-09-30,112379001
a1G4J0000025vLAUAY,100.00,2024-09-30,112379002
a1G4J0000025vZYUAY,150.00,2024-09-30,112380001
a1G4J0000025vpjUAA,150.00,2024-09-30,112380002
a1G4J00000262EQUAY,1.00,2024-09-30,112381001
a1G4J0000025vMJUAY,20.00,2024-09-30,112382001
a1G4J00000262EVUAY,1.00,2024-09-30,112382002
a1G4J0000025vToUAI,100.00,2024-09-30,112383001
