"id","status__c","tenancy__c","parent_tenancy","id-2","PMS_Reference__c","ownerid","accountid","recordtypeid","unit__c","status","tenancy_status__c","startdate","enddate","agreement_type__c","document_type__c","memorandum_of_agreement_date__c","actual_move_out_date__c","uplift_percentage__c","security_deposit_amount__c","break_clause__c","special_clauses__c","special_clause_free_text__c","vehicle_make__c","vehicle_model__c","vehicle_registration__c","opportunity__c","PMS_Reference__c-2","accountid-2","break_clause__c-2","recordtypeid-2","Unit__c","StartDate","Tenancy_End_Date__c","status-2","Agreement_Type__c","Description","unit_rn","ownerid-2","document_type__c-2","memorandum_of_agreement_date__c-2","actual_move_out_date__c-2","uplift_percentage__c-2","security_deposit_amount__c-2","special_clauses__c-2","special_clause_free_text__c-2","vehicle_make__c-2","vehicle_model__c-2","vehicle_registration__c-2"
"a24Nz000001H1iHIAS","Closed - Tenant Retained","800Nz000007mKzvIAE","800Pv00000GEz7rIAD","800Nz000007mKzvIAE","222640063003","0054J000004vXOnQAM","0014J00000W2cG0QAJ","012Pv0000021hzSIAQ","a1G4J0000025y0vUAA","Activated","Activated","2024-03-01","2025-02-28","Licence","Parking Licence",,,"6.00","0.00","No Break",,,,,,"006Nz0000054pSsIAI","222640063003","0014J00000W2cG0QAJ","No Break","012Pv0000027hGnIAI","a1G4J0000025y0vUAA","2024-03-01","2025-02-28","Draft","Licence","Licence","1","0054J000004vXOnQAM","Parking Licence",,,"6.00","0.00",,,,,
"a24Nz000001H29hIAC","Closed - Tenant Retained","800Nz000007mSR3IAM","800Pv00000GEuJaIAL","800Nz000007mSR3IAM","222640065003","0054J000004vXOnQAM","0014J00000W2cG0QAJ","012Pv0000021hzSIAQ","a1G4J0000025ymuUAA","Activated","Activated","2024-03-08","2024-09-07","Licence","Parking Licence",,,"6.00","0.00","Renewal 1 month",,,,,,"006Nz000005MMbzIAG","222640065003","0014J00000W2cG0QAJ","Renewal 1 month","012Pv0000027hGnIAI","a1G4J0000025ymuUAA","2024-03-08","2024-09-07","Draft","Licence","Licence","1","0054J000004vXOnQAM","Parking Licence",,,"6.00","0.00",,,,,
"a24Nz000001RTOjIAO","Complete","800Nz000008b2zDIAQ","800Pv00000GF0I5IAL","800Nz000008b2zDIAQ","222640094004","0058d0000034SvqAAE","0014J00000VvSW0QAN","012Pv0000021hzSIAQ","a1G4J0000025yvzUAA","Activated","Ended","2024-02-15","2024-07-14","Licence","Parking Licence",,"2024-05-22","6.00","0.00","No Break",,,,,,"006Nz000007yrNDIAY","222640094004","0014J00000VvSW0QAN","No Break","012Pv0000027hGnIAI","a1G4J0000025yvzUAA",,,"Draft","Licence","Vacant","1","0058d0000034SvqAAE","Parking Licence",,"2024-05-22","6.00","0.00",,,,,
"a24Nz000001bILaIAM","Cancelled","800Nz0000016KbUIAU","800Pv00000GF3NqIAL","800Nz0000016KbUIAU","222643035003","0054J000004vXOaQAM","001Nz000000war7IAA","012Pv0000021hzSIAQ","a1G4J0000025yYBUAY","Draft","Draft","2023-06-30","2024-06-29","AST","AST",,,"6.00","2370.00","No Break",,,,,,"006Nz000000tcKpIAI","222643035003","001Nz000000war7IAA","No Break","012Pv0000027hGnIAI","a1G4J0000025yYBUAY","2023-07-07","2024-07-06","Draft","AST","AST","1","0054J000004vXOnQAM","AST",,,"4.00","2370.00",,"Change Of Sharer Clause 

1. Lauren Jade Zonneveld shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Craig Burgess shall become sole Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Craig Burgess shall reimburse Lauren Jade Zonneveld the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Craig Burgess shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 7th July 2023.",,,
"a24Nz000001QgXhIAK","Closed - Tenant Retained","8008d000000YkCUAA0","800Pv00000G4raWIAR","8008d000000YkCUAA0","222648069004","0054J000004vXOiQAM","0018d0000086dcrAAA","012Pv0000021hzSIAQ","a1G4J0000025yMxUAI","Draft","Draft","2023-05-28","2024-05-27","AST","AST",,,"6.00","1220.00","2 at 10 to expire at 12",,,,,,"0068d00000CqpEYAAZ","222648069004","0018d0000086dcrAAA","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G4J0000025yMxUAI","2024-05-28","2025-05-27","Draft","AST","AST","1","0054J000004vXOiQAM","AST",,,"4.00","1220.00",,,,,
"a24Nz000001IMUXIA4","Cancelled","800Nz000000jy03IAA","800Pv00000G53yxIAB","800Nz000000jy03IAA","222648094003","0058d000004EqA5AAK","001Nz000000VNoLIAW","012Pv0000021hzSIAQ","a1G4J0000025yRmUAI","Activated","Activated","2023-06-20","2024-06-19","AST","AST",,,"6.00","1380.00","No Break",,,,,,"006Nz000000SoBaIAK","222648094003","001Nz000000VNoLIAW","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G4J0000025yRmUAI","2023-06-20","2024-06-19","Draft","AST","AST","1","0054J000004vXOiQAM","AST",,,"4.00","1380.00",,"Tenant Break Clause (House Purchase)
In order to end the tenancy early you may serve on us written notice at any time where you have purchased a house.. The tenancy will come to an end on the date referred to in your notice, which must be at least two months from the date of service of the notice. Your notice must be accompanied by documentary evidence demonstrating to our satisfaction (acting reasonably) that the house purchase necessitates the termination.",,,
"a24Nz000001Lw3dIAC","Close - NTQ Denied","8008d000000YpJNAA0","800Pv00000G53ylIAB","8008d000000YpJNAA0","222648154002","0058d000006d5m0AAA","0018d00000961p4AAA","012Pv0000021hzSIAQ","a1G4J0000025yPrUAI","Activated","Activated","2023-07-01","2024-06-30","AST","AST",,,"6.00","1320.00","2 at 4 to expire at 6",,,,,,"0068d00000Crc1NAAR","222648154002","0018d00000961p4AAA","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J0000025yPrUAI","2023-07-01","2024-06-30","Draft","AST","AST","1","0058d000006d5m0AAA","AST",,,"6.00","1320.00",,,,,
"a24Nz000000kycHIAQ","Closed - Tenant Retained","8008d000000YZs9AAG","800Pv00000FzfShIAJ","8008d000000YZs9AAG","222649044001","0054J000004vXOiQAM","0018d000002tiwNAAQ","012Pv0000021hzSIAQ","a1G4J0000025yCbUAI","Draft","Ended","2023-03-29","2024-03-28","AST","AST",,,"6.00","1275.00","No Break",,,,,,"0068d00000BJpHmAAL","222649044001","0018d000002tiwNAAQ","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G4J0000025yCbUAI","2024-03-29","2025-03-28","Draft","AST","AST","1","0054J000004vXOiQAM","AST",,,"6.00","1275.00",,,,,
"a24Nz000000ky4QIAQ","Closed - Tenant Retained","800Nz000002aKiLIAU","800Pv00000G4rZVIAZ","800Nz000002aKiLIAU","222650085006","0054J000004vXPBQA2","001Nz000002JZc1IAG","012Pv0000021hzSIAQ","a1G4J0000025yBzUAI","Activated","Activated","2023-09-25","2024-09-24","AST","AST",,,"6.00","1495.00","2 at 4 to expire at 6",,,,,,"006Nz000002MLUUIA4","222650085006","001Nz000002JZc1IAG","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J0000025yBzUAI","2023-09-25","2024-09-24","Draft","AST","AST","1","0054J000004vXPBQA2","AST",,,"6.00","1495.00",,,,,
"a24Nz000001SIvtIAG","Closed - Tenant Retained","8008d000000YnhoAAC","800Pv00000G56e6IAB","8008d000000YnhoAAC","222650103002","0054J000004vXOiQAM","0018d0000096oqAAAQ","012Pv0000021hzSIAQ","a1G4J0000025yY8UAI","Draft","Ended","2023-06-24","2024-06-23","AST","AST",,,"6.00","1805.00","2 at 10 to expire at 12",,,,,,"0068d00000CrrTjAAJ","222650103002","0018d0000096oqAAAQ","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G4J0000025yY8UAI","2023-06-24","2024-06-23","Draft","AST","AST","1","0054J000004vXOiQAM","AST",,,"4.00","1805.00",,"Change Of Sharer Clause 

1. Jack Robson shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Dillon Bradley will become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Dillon Bradley shall reimburse Jack Robson the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Dillon Bradley shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy from 24/06/2022.",,,
"a24Nz000001f0LFIAY","Cancelled","800Nz000001ZHQVIA4","800Pv00000G4toZIAR","800Nz000001ZHQVIA4","222659132003","0054J000004vXOaQAM","001Nz000001Kx0CIAS","012Pv0000021hzSIAQ","a1G4J0000025yQZUAY","Activated","Activated","2023-07-28","2024-07-27","AST","AST",,,"6.00","1550.00","No Break",,,,,,"006Nz000001HlmpIAC","222659132003","001Nz000001Kx0CIAS","No Break","012Pv0000027hGnIAI","a1G4J0000025yQZUAY","2023-07-28","2024-07-27","Draft","AST","AST","1","0054J000004vXOaQAM","AST",,,"6.00","1550.00",,,,,
"a24Nz000001bcwzIAA","Cancelled","800Nz000002qIiuIAE","800Pv00000G4zoXIAR","800Nz000002qIiuIAE","222664066002","0054J000004vXOnQAM","0018d00000IHoBPAA1","012Pv0000021hzSIAQ","a1G4J000004juvxUAA","Activated","Activated","2023-11-14","2024-11-13","AST","AST",,,"6.00","1845.00","2 at 4 to expire at 6",,,,,,"006Nz000001SnZtIAK","222664066002","0018d00000IHoBPAA1","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J000004juvxUAA","2023-11-14","2024-11-13","Draft","AST","AST","1","0054J000004vXOnQAM","AST",,,"6.00","1845.00",,"Pet clause",,,
"a24Nz0000017pbVIAQ","Closed - Tenant Retained","800Nz000000z674IAA","800Pv00000GF3b3IAD","800Nz000000z674IAA","222666097002","0058d000006d5m0AAA","0018d00000B38kJAAR","012Pv0000021hzSIAQ","a1G4J000004jyncUAA","Draft","Ended","2023-08-13","2024-02-12","Non-Housing (Company)","NHA Company Let",,,"6.00","1295.00","2 at 4 to expire at 6",,,,,,"0068d00000CtVBQAA3","222666097002","0018d00000B38kJAAR","Renewal 2 month","012Pv0000027hGnIAI","a1G4J000004jyncUAA","2024-05-13","2025-05-12","Draft","Non-Housing (Company)","Comp-Let","1","0054J000004vXOiQAM","NHA Company Let",,,"6.00","1295.00",,,,,
"a24Pv000004NngEIAS","Closed - Tenant Retained","800Nz000009nvbFIAQ","800Pv00000GF0CvIAL","800Nz000009nvbFIAQ","222676001002","0054J000004vXOnQAM","0018d000002v4GFAAY","012Pv0000021hzSIAQ","a1G8d0000004D5yEAE","Activated","Activated","2024-05-04","2025-05-03","AST","AST",,,"6.00","865.00","2 at 4 to expire at 6",,,,,,"006Nz000007YTBmIAO","222676001002","0018d000002v4GFAAY","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G8d0000004D5yEAE","2024-05-04","2025-05-03","Draft","AST","AST","1","0054J000004vXOnQAM","AST",,,"6.00","865.00",,,,,
"a24Nz000001dcZVIAY","Cancelled","8008d000000YDVxAAO","800Pv00000G4xslIAB","8008d000000YDVxAAO","222677044002","0054J000004vXOaQAM","0018d00000996Y7AAI","012Pv0000021hzSIAQ","a1G8d0000004D8aEAE","Draft","Ended","2022-07-15","2023-07-14","AST","AST",,,"4.00","1120.00","No Break",,,,,,"0068d000007u6gMAAQ","222677044002","0018d00000996Y7AAI","Renewal 2 month","012Pv0000027hGnIAI","a1G8d0000004D8aEAE","2023-07-15","2024-07-14","Draft","AST","AST","1","0058d000006d5m0AAA","AST",,,"6.00","1120.00",,,,,
"a24Nz000000v5B4IAI","Cancelled","800Nz0000012YwPIAU","800Pv00000G4zpsIAB","800Nz0000012YwPIAU","222677056001","0058d000006d5m0AAA","0018d000002v4CwAAI","012Pv0000021hzSIAQ","a1G8d0000004DHaEAM","Activated","Activated","2023-08-20","2024-08-19","AST","AST",,,"6.00","1290.00","2 at 10 to expire at 12",,,,,,"0068d00000CsyNUAAZ","222677056001","0018d000002v4CwAAI","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G8d0000004DHaEAM","2023-08-20","2024-08-19","Draft","AST","AST","1","0058d000006d5m0AAA","AST",,,"6.00","1290.00",,,,,
"a24Nz0000011UjSIAU","Complete","8008d000000YjzBAAS","800Pv00000GF369IAD","8008d000000YjzBAAS","222683008003","0054J000004vXOqQAM","0018d00000RHNERAA5","012Pv0000021hzSIAQ","a1G8d0000004XYkEAM","Activated","Ended","2023-04-07","2024-04-06","AST","AST",,"2024-04-06","6.00","910.00","No Break",,,,,,"0068d00000Cqg2bAAB","222683008003","0018d0000087ehKAAQ","No Break","012Pv0000027hGnIAI","a1G8d0000004XYkEAM","2024-04-20","2025-04-19","Draft","AST","AST","1","0054J000004vXOqQAM","AST",,"2024-04-06","6.00","910.00",,,,,
"a24Nz000000ocWjIAI","Closed - Tenant Retained","8008d000000YZjCAAW","800Pv00000G57ohIAB","8008d000000YZjCAAW","222683023001","0054J000004vXOnQAM","0018d000006YZzuAAG","012Pv0000021hzSIAQ","a1G8d0000004XZdEAM","Draft","Ended","2023-04-01","2024-03-31","AST","AST",,"2023-04-01","6.00","1110.00","2 at 10 to expire at 12",,,,,,"0068d00000BKChwAAH","222683023001","0018d000006YZzuAAG","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G8d0000004XZdEAM","2024-04-01","2025-03-31","Draft","AST","AST","1","0054J000004vXOiQAM","AST",,,"6.00","1110.00",,,,,
"a24Nz000001KQ7RIAW","Closed - Tenant Retained","8008d000000YodxAAC","800Pv00000GExU6IAL","8008d000000YodxAAC","222683029002","0058d000004EqA5AAK","0018d00000aFRwAAAW","012Pv0000021hzSIAQ","a1G8d0000004XdZEAU","Draft","Ended","2023-06-22","2024-06-21","AST","AST",,,"6.00","945.00","No Break",,,,,,"0068d00000F5c0aAAB","222683029002","0018d00000aFRwAAAW","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G8d0000004XdZEAU","2024-06-22","2025-06-21","Draft","AST","AST","1","0054J000004vXOiQAM","AST",,,"4.00","945.00",,,,,
"a24Nz000001o1l7IAA","Cancelled","800Nz000008XbabIAC",,"800Nz000008XbabIAC","222685011002","0054J000004vXOiQAM","0018d000006WDjlAAG","012Pv0000021hzSIAQ","a1G8d0000004XiWEAU","Draft","Draft","2024-03-07","2025-03-06","Licence","Parking Licence",,,"6.00","0.00","Renewal 1 month",,,,,,"006Nz000005GJWvIAO","222685011002","0018d000006WpZhAAK","Renewal 1 month","012Pv0000027hGnIAI","a1G8d0000004XiWEAU","2023-08-30","2024-08-29","Draft","Licence","Licence","1","0054J000004vXOiQAM","Parking Licence",,,"6.00","0.00",,,,,
"a24Nz000000rdfxIAA","Cancelled","8008d000000YZTdAAO","800Pv00000Fzkf5IAB","8008d000000YZTdAAO","222685047002","0058d000004EqA5AAK","0018d00000R6YCbAAN","012Pv0000021hzSIAQ","a1G8d0000004Xo3EAE","Draft","Ended","2023-03-20","2024-03-19","Licence","Parking Licence",,,"6.00","0.00","No Break",,,,,,"0068d00000BKnigAAD","222685047002","0018d00000R6YCbAAN","Renewal 1 month","012Pv0000027hGnIAI","a1G8d0000004Xo3EAE","2024-03-20","2025-03-19","Draft","Licence","Licence","1","0054J000004vXOiQAM","Parking Licence",,,"6.00","0.00",,,,,
"a24Nz000001XwMPIA0","Closed - Tenant Retained","800Nz000002oJWGIA2","800Pv00000G53b7IAB","800Nz000002oJWGIA2","222686001003","0058d0000020feeAAA","001Nz000002F9LEIA0","012Pv0000021hzSIAQ","a1G8d0000004c3PEAQ","Draft","Draft","2023-10-13","2024-10-12","AST","AST",,"2024-06-12","6.00","1080.00","No Break",,,,,,"006Nz000002CcTQIA0","222686001003","001Nz000002F9LEIA0","No Break","012Pv0000027hGnIAI","a1G8d0000004c3PEAQ","2023-10-10","2024-10-09","Draft","AST","AST","1","0058d0000020feeAAA","AST",,"2024-06-12","6.00","1080.00",,,,,
"a24Pv000003FZGsIAO","Complete","800Nz00000AfeBpIAJ","800Pv00000GExayIAD","800Nz00000AfeBpIAJ","222686025002","0058d0000034SvqAAE","0018d00000aEWgEAAW","012Pv0000021hzSIAQ","a1G8d0000004c5zEAA","Activated","Ended","2024-06-19","2025-06-18","AST","AST",,"2024-10-30","4.00","1070.00","No Break",,,,,,"006Nz000009LhuYIAS","222686025002","0018d00000aEWgEAAW","No Break","012Pv0000027hGnIAI","a1G8d0000004c5zEAA","2024-06-19","2025-06-18","Draft","AST","AST","1","0058d0000034SvqAAE","AST",,"2024-10-30","4.00","1070.00",,,,,
"a24Nz000001dEvNIAU","Cancelled","800Nz000000sZ5gIAE","800Pv00000G53bNIAR","800Nz000000sZ5gIAE","222686078002","0058d000004EqA5AAK","001Nz000000bXwIIAU","012Pv0000021hzSIAQ","a1G8d0000004c93EAA","Activated","Activated","2023-08-01","2024-07-31","AST","AST",,,"6.00","1035.00","No Break",,,,,,"006Nz000000Ypg1IAC","222686078002","001Nz000000bXwIIAU","No Break","012Pv0000027hGnIAI","a1G8d0000004c93EAA","2023-08-01","2024-07-31","Draft","AST","AST","1","0058d000004EqA5AAK","AST",,,"6.00","1035.00",,,,,
"a24Nz000000lZyPIAU","Cancelled","8008d000000YnAtAAK","800Pv00000G53bTIAR","8008d000000YnAtAAK","222686085001","0058d0000034SvqAAE","0018d00000Fz0yNAAR","012Pv0000021hzSIAQ","a1G8d0000004c9cEAA","Draft","Ended","2023-05-01","2023-08-31","AST","AST",,,"6.00","1255.00","Check Contract",,"Change Of Sharer Clause 

1. Komal Varshney and Pavithra Prabhu shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Ewa Anna Sobczak shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Ewa Anna Sobczak shall reimburse Komal Varshney and Pavithra Prabhu  the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Ewa Anna Sobczak shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 01.12.2022",,,,"0068d00000F4moxAAB","222686085001","0018d00000Mp1aKAAR","2 at 6 to expire at 8","012Pv0000027hGnIAI","a1G8d0000004c9cEAA","2023-09-01","2024-08-31","Draft","AST","AST","1","0054J000004vXP2QAM","AST",,,"4.00","1255.00",,"Change Of Sharer Clause 

1. Ewa Anna Sobczak shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Sanaz Hajiaghazadeh will become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Sanaz Hajiaghazadeh shall reimburse Ewa Anna Sobczak the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Sanaz Hajiaghazadehshall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy from.",,,
"a24Nz000001lL21IAE","Cancelled","800Nz0000077oIbIAI","800Pv00000GEuv8IAD","800Nz0000077oIbIAI","222686133002","0058d0000020feeAAA","001Nz000004iftEIAQ","012Pv0000021hzSIAQ","a1G8d0000004cC2EAI","Activated","Activated","2024-01-13","2024-07-12","AST","AST",,,"6.00","1430.00","No Break",,,,,,"006Nz000004cGO2IAM","222686133002","001Nz000004iftEIAQ","No Break","012Pv0000027hGnIAI","a1G8d0000004cC2EAI","2024-01-13","2024-07-12","Draft","AST","AST","1","0058d0000020feeAAA","AST",,,"6.00","1430.00",,,,,
"a24Nz000001efThIAI","Closed - Tenant Retained","800Nz0000042eezIAA","800Pv00000GExaSIAT","800Nz0000042eezIAA","222689017004","0058d0000020feeAAA","0018d00000Jj1bvAAB","012Pv0000021hzSIAQ","a1G8d0000004c30EAA","Draft","Draft","2023-11-02","2024-11-01","Licence","Parking Licence",,"2024-06-19","6.00","0.00","No Break",,,,,,"006Nz000003kjd7IAA","222689017004","001Nz000003UK1BIAW","No Break","012Pv0000027hGnIAI","a1G8d0000004c30EAA","2023-11-02","2024-11-01","Draft","Licence","Licence","1","0058d0000020feeAAA","Parking Licence",,,"6.00","0.00",,,,,
"a24Nz000001VMBlIAO","Cancelled","800Nz000003FPSdIAO","800Pv00000GF3b5IAD","800Nz000003FPSdIAO","222700020001","0058d0000020feeAAA","001Nz000002zMdbIAE","012Pv0000021hzSIAQ","a1G8d0000004qihEAA","Draft","Draft","2023-10-16","2024-10-15","AST","AST",,,"6.00","1535.00","No Break",,,,,,"006Nz000002v3RSIAY","222700020001","001Nz000002zMdbIAE","No Break","012Pv0000027hGnIAI","a1G8d0000004qfiEAA","2023-10-18","2024-10-17","Draft","AST","AST","1","0058d0000020feeAAA","AST",,,"6.00","1535.00",,,,,
"a24Nz000001VESjIAO","Cancelled","800Nz00000BgVKRIA3",,"800Nz00000BgVKRIA3","222708018003","0058d0000034SvqAAE","001Nz00000AmrkEIAR","012Pv0000021hzSIAQ","a1G8d0000005rPfEAI","Draft","Ended","2024-05-01","2025-04-30","AST","AST",,,"6.00","1350.00","No Break",,,,,,"006Nz00000AWXb0IAH","222708018003","001Nz00000AmrkEIAR","No Break","012Pv0000027hGnIAI","a1G8d0000005rPfEAI","2024-05-08","2025-05-07","Draft","AST","AST","1","0058d0000034SvqAAE","AST",,,"6.00","1350.00",,,,,
"a24Nz000001QirFIAS","Cancelled","800Nz0000019mHmIAI","800Pv00000G55p8IAB","800Nz0000019mHmIAI","222708182001","0054J000004vXOqQAM","001Nz000000iMw5IAE","012Pv0000021hzSIAQ","a1G8d0000005rEhEAI","Activated","Activated","2023-07-04","2024-07-03","AST","AST",,,"8.00","1300.00","No Break",,,,,,"006Nz000000fWWzIAM","222708182001","001Nz000000iMw5IAE","No Break","012Pv0000027hGnIAI","a1G8d0000005rEhEAI","2023-07-04","2024-07-03","Draft","AST","AST","1","0054J000004vXOqQAM","AST",,,"8.00","1300.00",,,,,
"a24Nz000001hVmLIAU","Closed - Tenant Retained","800Nz000001aRXOIA2","800Pv00000GF28sIAD","800Nz000001aRXOIA2","222708243002","0054J000004vXOqQAM","001Nz000001PdKBIA0","012Pv0000021hzSIAQ","a1G8d0000005rMCEAY","Activated","Activated","2023-08-07","2024-08-06","AST","AST",,,"6.00","1320.00","No Break",,,,,,"006Nz000001MQXzIAO","222708243002","001Nz000001PdKBIA0","No Break","012Pv0000027hGnIAI","a1G8d0000005rMCEAY","2023-08-07","2024-08-06","Draft","AST","AST","1","0054J000004vXOqQAM","AST",,,"6.00","1320.00",,,,,
"a24Nz000001YT0bIAG","Complete","800Nz000007sMfRIAU","800Pv00000GF045IAD","800Nz000007sMfRIAU","222710051002","0058d0000034SvqAAE","0018d00000R6euGAAR","012Pv0000021hzSIAQ","a1G8d0000005r6KEAQ","Activated","Ended","2024-01-31","2024-06-30","Licence","Parking Licence",,"2024-06-15","6.00","0.00","No Break",,,,,,"006Nz000007Jzi8IAC","222710051002","0018d00000R6euGAAR","No Break","012Pv0000027hGnIAI","a1G8d0000005r6KEAQ","2024-06-14","2025-06-13","Draft","Licence","Licence","1","0058d0000034SvqAAE","Parking Licence",,"2024-06-15","6.00","0.00",,,,,
"a24Nz000001aZRhIAM","Close - NTQ Denied","800Nz000002oZj1IAE","800Pv00000GF3FxIAL","800Nz000002oZj1IAE","222752136001","0054J000004vXOqQAM","001Nz000002I3pWIAS","012Pv0000021hzSIAQ","a1GNz0000000wC9MAI","Activated","Activated","2023-09-29","2024-09-28","AST","AST",,,"6.00","1030.00","No Break",,,,,,"006Nz000002FalDIAS","222752136001","001Nz000002I3pWIAS","No Break","012Pv0000027hGnIAI","a1GNz0000000wC9MAI","2023-09-29","2024-09-28","Draft","AST","AST","1","0054J000004vXOqQAM","AST",,,"6.00","1030.00",,,,,
"a24Nz000001aZJdIAM","Close - NTQ Denied","800Nz000002uuKzIAI","800Pv00000GF3IQIA1","800Nz000002uuKzIAI","222756039001","0054J000004vXOqQAM","001Nz000002I3pWIAS","012Pv0000021hzSIAQ","a1GNz0000001GNhMAM","Activated","Activated","2023-09-30","2024-09-29","Licence","Parking Licence",,,"0.00","0.00","No Break",,,,,,"006Nz000002gZQ5IAM","222756039001","001Nz000002I3pWIAS","No Break","012Pv0000027hGnIAI","a1GNz0000001GNhMAM","2023-09-30","2024-09-29","Draft","Licence","Licence","1","0054J000004vXOqQAM","Parking Licence",,,"0.00","0.00",,,,,
"a24Nz000001VEZBIA4","Cancelled","800Nz000007HHvFIAW","800Pv00000GF0TIIA1","800Nz000007HHvFIAW","222758296001","0058d0000020feeAAA","001Nz000006dyliIAA","012Pv0000021hzSIAQ","a1GNz00000018htMAA","Draft","Draft","2024-01-18","2024-07-17","AST","AST",,,"6.00","1210.00","No Break",,,,,,"006Nz000006UIVYIA4","222758296001","001Nz000006dyliIAA","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1GNz00000018htMAA","2024-01-17","2024-07-17","Draft","AST","AST","1","0054J000004vXOiQAM","AST",,,"4.00","1210.00",,,,,
"a24Nz000000kIWbIAM","Closed - Tenant Retained","8008d000000Y4VeAAK","800Pv00000Fzu81IAB","8008d000000Y4VeAAK","317373008009","0054J000004vXPCQA2","0018d000006YZpaAAG","012Pv0000021hzSIAQ","a1G4J00000262qyUAA","Draft","Ended","2022-03-31","2024-03-30","AST","AST",,,"3.50","2100.00","2 at 10 to expire at 12",,"24 months, 12 month break - 3.5% rent increase at 2nd year",,,,"0068d000004f3D0AAI","317373008009","0018d000006YZpaAAG","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J00000262qyUAA","2024-03-31","2025-03-30","Draft","AST","AST","1","0054J000004vXOnQAM","AST",,,"6.00","2100.00",,"24 months, 12 month break - 3.5% rent increase at 2nd year",,,
